Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Testing mechanistic explanations for mammalian predator responses to habitat edges","European Journal of Wildlife Research","","57","3","10.1007/s10344-010-0455-0","Jana SvobodováJakub KreisingerMartin ŠálekMartina KoubováTomáš Albrecht","2011","http://link.springer.com/article/10.1007/s10344-010-0455-0","Article"
"Fluidware: An Approach Towards Adaptive and Scalable Programming of the IoT","Models, Languages, and Tools for Concurrent and Distributed Programming","","","","10.1007/978-3-030-21485-2_22","Giancarlo FortinoBarbara ReMirko ViroliFranco Zambonelli","2019","http://link.springer.com/chapter/10.1007/978-3-030-21485-2_22","Chapter"
"Data-Aware Application Placement and Management in the Cloud-IoT Continuum","Service-Oriented Computing – ICSOC 2022 Workshops","","","","10.1007/978-3-031-26507-5_24","Jacopo Massa","2023","http://link.springer.com/chapter/10.1007/978-3-031-26507-5_24","Chapter"
"Optimized fog community framework with advanced genetic algorithm for enhanced performance dynamics","The Journal of Supercomputing","","","","10.1007/s11227-023-05769-0","Nilesh Kumar VermaK. Jairam Naik","2023","http://link.springer.com/article/10.1007/s11227-023-05769-0","Article"
"Advances in Automation, Mechanical and Design Engineering","Mechanisms and Machine Science","","","","10.1007/978-3-031-40070-4","Giuseppe CarboneMed Amine LaribiZhiyu Jiang","2023","http://link.springer.com/book/10.1007/978-3-031-40070-4","Book"
"Heterogeneous Data Management, Polystores, and Analytics for Healthcare","Lecture Notes in Computer Science","","","","10.1007/978-3-031-23905-2","El Kindi RezigVijay GadepallyTimothy MattsonMichael StonebrakerTim KraskaJun KongGang LuoDejun TengFusheng Wang","2022","http://link.springer.com/book/10.1007/978-3-031-23905-2","Book"
"Applications in Electronics Pervading Industry, Environment and Society","Lecture Notes in Electrical Engineering","","","","10.1007/978-3-030-95498-7","Prof. Sergio SaponaraProf. Alessandro De Gloria","2022","http://link.springer.com/book/10.1007/978-3-030-95498-7","Book"
"On motion analysis and elastic response of floating offshore wind turbines","Journal of Ocean Engineering and Marine Energy","","6","1","10.1007/s40722-019-00159-2","Azin LameiMasoud Hayatdavoodi","2020","http://link.springer.com/article/10.1007/s40722-019-00159-2","Article"
"Near real-time optimization of fog service placement for responsive edge computing","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00180-z","Tom GoethalsFilip De TurckBruno Volckaert","2020","http://link.springer.com/article/10.1186/s13677-020-00180-z","Article"
"Tactile Internet in Internet of Things Ecosystems","Innovations in Electrical and Electronic Engineering","","","","10.1007/978-981-19-1677-9_69","Ignacio LacalleCésar LópezRafael VañoCarlos E. PalauManuel EsteveMaria GanzhaMarcin PaprzyckiPaweł Szmeja","2022","http://link.springer.com/chapter/10.1007/978-981-19-1677-9_69","Chapter"
"Parameterization and Explicit Modeling of Cloud Microphysics: Approaches, Challenges, and Future Directions","Advances in Atmospheric Sciences","","40","5","10.1007/s00376-022-2077-3","Yangang LiuMan-Kong YauShin-ichiro ShimaChunsong LuSisi Chen","2023","http://link.springer.com/article/10.1007/s00376-022-2077-3","Article"
"Notes on ensembles of IoT, network functions and clouds for service-oriented computing and applications","Service Oriented Computing and Applications","","12","1","10.1007/s11761-018-0228-2","Hong-Linh TruongNanjangud C. NarendraKwei-Jay Lin","2018","http://link.springer.com/article/10.1007/s11761-018-0228-2","Article"
"Methods and Applications for Modeling and Simulation of Complex Systems","Communications in Computer and Information Science","","","","10.1007/978-981-19-6857-0","Byeong-Yun ChangChangbeom Choi","2022","http://link.springer.com/book/10.1007/978-981-19-6857-0","Book"
"An osmotic approach-based dynamic deadline-aware task offloading in edge–fog–cloud computing environment","The Journal of Supercomputing","","79","18","10.1007/s11227-023-05440-8","Posham Bhargava ReddyChapram Sudhakar","2023","http://link.springer.com/article/10.1007/s11227-023-05440-8","Article"
"Edge and Fog Computing","Beyond Edge Computing","","","","10.1007/978-3-031-23344-9_6","Ana Juan Ferrer","2023","http://link.springer.com/chapter/10.1007/978-3-031-23344-9_6","Chapter"
"Streamlining XR Application Deployment with a Localized Docker Registry at the Edge","Service-Oriented and Cloud Computing","","","","10.1007/978-3-031-46235-1_12","Antonios MakrisEvangelos PsomakelisIoannis KorontanisTheodoros TheodoropoulosAntonis ProtopsaltisMaria PaterakiZbyszek LedwońChristos DiouDimosthenis AnagnostopoulosKonstantinos Tserpes","2023","http://link.springer.com/chapter/10.1007/978-3-031-46235-1_12","Chapter"
"A Survey on 3D Hand Detection and Tracking Algorithms for Human Computer Interfacing","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_37","Anu BajajJimmy RajpalAjith Abraham","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_37","Chapter"
"A Survey on Text Processing Using Deep Learning Techniques","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_19","Akshita TyagiTerrance Frederick FernandezK. Shantha KumariAmit Kumar Tyagi","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_19","Chapter"
"Guest editorial for the special section on MODELS 2020","Software and Systems Modeling","","21","5","10.1007/s10270-022-01044-7","Silvia AbrahãoJuan de LaraHouari SahraouiEugene Syriani","2022","http://link.springer.com/article/10.1007/s10270-022-01044-7","Article"
"A Survey on Smart Home Application: The State-of-the-Art and Future Research Trends","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_43","Riya SilShabana ParveenRhytam Garai","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_43","Chapter"
"Physical artificial intelligence (PAI): the next-generation artificial intelligence","Frontiers of Information Technology & Electronic Engineering","","24","8","10.1631/FITEE.2200675","Yingbo Li 李颖博Zhao Li 李朝Yucong Duan 段玉聪Anamaria-Beatrice Spulber","2023","http://link.springer.com/article/10.1631/FITEE.2200675","Article"
"A Survey on Controllable Abstractive Text Summarization","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_30","Madhuri P. KarnikD. V. Kodavade","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_30","Chapter"
"Edge Computing – EDGE 2022","Lecture Notes in Computer Science","","","","10.1007/978-3-031-23470-5","Min LuoLiang-Jie Zhang","2022","http://link.springer.com/book/10.1007/978-3-031-23470-5","Book"
"Workload Allocation in IoT-Fog-Cloud Architecture Using a Multi-Objective Genetic Algorithm","Journal of Grid Computing","","18","1","10.1007/s10723-020-09507-1","Mahdi AbbasiEhsan Mohammadi PasandMohammad R. Khosravi","2020","http://link.springer.com/article/10.1007/s10723-020-09507-1","Article"
"The Impact of Encoding and Transport for Massive Real-time IoT Data on Edge Resource Consumption","Journal of Grid Computing","","19","3","10.1007/s10723-021-09577-9","Francesco TusaStuart Clayman","2021","http://link.springer.com/article/10.1007/s10723-021-09577-9","Article"
"K-AGRUED: A Container Autoscaling Technique for Cloud-based Web Applications in Kubernetes Using Attention-based GRU Encoder-Decoder","Journal of Grid Computing","","20","4","10.1007/s10723-022-09634-x","Javad DoganiFarshad KhunjushMehdi Seydali","2022","http://link.springer.com/article/10.1007/s10723-022-09634-x","Article"
"A Survey of Recent Techniques in Computational Drug Repurposing","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_55","A. S. ArunaK. R. Remesh BabuK. Deepthi","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_55","Chapter"
"Edge computing: current trends, research challenges and future directions","Computing","","103","5","10.1007/s00607-020-00896-5","Gonçalo CarvalhoBruno CabralVasco PereiraJorge Bernardino","2021","http://link.springer.com/article/10.1007/s00607-020-00896-5","Article"
"A low-cost radiation detection system to monitor radioactive environments by unmanned vehicles","The European Physical Journal Plus","","136","3","10.1140/epjp/s13360-021-01276-4","Andrea ChiericiAndrea MaliziaDaniele di GiovanniFrancesca FumianLuca MartellucciPasquale GaudioFrancesco d’Errico","2021","http://link.springer.com/article/10.1140/epjp/s13360-021-01276-4","Article"
"Reinforcement Learning-Based Resource Allocation in Fog Networks","Cooperative and Distributed Intelligent Computation in Fog Computing","","","","10.1007/978-3-031-33920-2_9","Hoa Tran-DangDong-Seong Kim","2023","http://link.springer.com/chapter/10.1007/978-3-031-33920-2_9","Chapter"
"Measuring the Business Value of Cloud Computing: Emerging Paradigms and Future Directions for Research","Measuring the Business Value of Cloud Computing","","","","10.1007/978-3-030-43198-3_7","Theo LynnPierangelo RosatiGrace Fox","2020","http://link.springer.com/chapter/10.1007/978-3-030-43198-3_7","Chapter"
"FLAG Review 2019","The European Physical Journal C","","80","2","10.1140/epjc/s10052-019-7354-7","S. AokiY. AokiD. BečirevićT. BlumG. ColangeloS. CollinsM. Della MorteP. DimopoulosS. DürrH. FukayaM. GoltermanSteven GottliebR. GuptaS. HashimotoU. M. HellerG. Herdoiza","2020","http://link.springer.com/article/10.1140/epjc/s10052-019-7354-7","Article"
"Review of lattice results concerning low-energy particle physics","The European Physical Journal C","","77","2","10.1140/epjc/s10052-016-4509-7","S. AokiY. AokiD. BečirevićC. BernardT. BlumG. ColangeloM. Della MorteP. DimopoulosS. DürrH. FukayaM. GoltermanSteven GottliebS. HashimotoU. M. HellerR. HorsleyA. Jüttner","2017","http://link.springer.com/article/10.1140/epjc/s10052-016-4509-7","Article"
"Huawei and International Data Spaces","Designing Data Spaces","","","","10.1007/978-3-030-93975-5_27","Martin A. O’BrienDavid MohallyGötz P. BrascheAndrea G. Sanfilippo","2022","http://link.springer.com/chapter/10.1007/978-3-030-93975-5_27","Chapter"
"Implementing a Blockchain-Based Security System Applied to IoT","Broadband Communications, Networks, and Systems","","","","10.1007/978-3-030-68737-3_9","Martí Miquel MartínezEva Marín-TorderaXavi Masip-BruinSergio Sánchez-LópezJordi García","2021","http://link.springer.com/chapter/10.1007/978-3-030-68737-3_9","Chapter"
"AI Quality Engineering for Machine Learning Based IoT Data Processing","Cloud Computing and Services Science","","","","10.1007/978-3-031-21637-4_4","Shelernaz AzimiClaus Pahl","2022","http://link.springer.com/chapter/10.1007/978-3-031-21637-4_4","Chapter"
"Extending reference architecture of big data systems towards machine learning in edge computing environments","Journal of Big Data","","7","1","10.1186/s40537-020-00303-y","P. PääkkönenD. Pakkala","2020","http://link.springer.com/article/10.1186/s40537-020-00303-y","Article"
"Introduction","Beyond Edge Computing","","","","10.1007/978-3-031-23344-9_1","Ana Juan Ferrer","2023","http://link.springer.com/chapter/10.1007/978-3-031-23344-9_1","Chapter"
"Blockchain and Emerging Distributed Ledger Technologies for Decentralized Multi-robot Systems","Current Robotics Reports","","4","3","10.1007/s43154-023-00101-3","Jorge Peña QueraltaFarhad KeramatSalma SalimiLei FuXianjia YuTomi Westerlund","2023","http://link.springer.com/article/10.1007/s43154-023-00101-3","Article"
"Evaluating virtualization for fog monitoring of real-time applications in mixed-criticality systems","Real-Time Systems","","","","10.1007/s11241-023-09410-4","Marcello CinqueLuigi De SimoneNicola MazzoccaDaniele OttavianoFrancesco Vitale","2023","http://link.springer.com/article/10.1007/s11241-023-09410-4","Article"
"Cognitive Cloud: The Definition","Distributed Computing and Artificial Intelligence, 19th International Conference","","","","10.1007/978-3-031-20859-1_22","Sergio MoreschiniFabiano PecorelliXiaozhou LiSonia NazMichele AlbanoDavid HästbackaDavide Taibi","2023","http://link.springer.com/chapter/10.1007/978-3-031-20859-1_22","Chapter"
"A Rapid Review on the Application of Unmanned Aerial Vehicles in Construction Safety","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_44","D. YuvarajK. S. Anandh","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_44","Chapter"
"Mobile Governance in Indian Urban Local Bodies: An Exploratory Study","Social Media: The Good, the Bad, and the Ugly","","","","10.1007/978-3-319-45234-0_55","Somnath MitraM. P. GuptaJaijit Bhattacharya","2016","http://link.springer.com/chapter/10.1007/978-3-319-45234-0_55","Chapter"
"FLAG Review 2021","The European Physical Journal C","","82","10","10.1140/epjc/s10052-022-10536-1","Y. AokiT. BlumG. ColangeloS. CollinsM. Della MorteP. DimopoulosS. DürrX. FengH. FukayaM. GoltermanSteven GottliebR. GuptaS. HashimotoU. M. HellerG. HerdoizaP. Hernandez","2022","http://link.springer.com/article/10.1140/epjc/s10052-022-10536-1","Article"
"Network of Things Engineering (NoTE) Lab","","","","","10.1007/978-3-031-20635-1","Admela JukanXavi Masip-BruinJasenka DizdarevićFrancisco Carpio","2023","http://link.springer.com/book/10.1007/978-3-031-20635-1","Book"
"A Survey on Currency Recognition Method","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_44","Riti MukherjeeNirban PalRiya Sil","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_44","Chapter"
"Simulation, Perception, and Prediction of the Spread of COVID - 19 on Cellular Automata Models: A Survey","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_1","B. S. RakshanaR. AnahitaaUmmity Srinivasa RaoRamesh Ragala","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_1","Chapter"
"Network Tomography with Partial Topology Knowledge and Dynamic Routing","Journal of Network and Systems Management","","31","4","10.1007/s10922-023-09763-y","Ippokratis SartzetakisEmmanouel Varvarigos","2023","http://link.springer.com/article/10.1007/s10922-023-09763-y","Article"
"An Efficient Deep Learning Approach Using Improved Generative Adversarial Networks for Incomplete Information Completion of Self-driving Vehicles","Journal of Grid Computing","","20","3","10.1007/s10723-022-09610-5","Jingzhi TuGang MeiFrancesco Piccialli","2022","http://link.springer.com/article/10.1007/s10723-022-09610-5","Article"
"Federated unsupervised representation learning","Frontiers of Information Technology & Electronic Engineering","","24","8","10.1631/FITEE.2200268","Fengda Zhang 张凤达Kun Kuang 况琨Long Chen 陈隆Zhaoyang You 游兆阳Tao Shen 沈弢Jun Xiao 肖俊Yin Zhang 张寅Chao Wu 吴超Fei Wu 吴飞Yueting Zhuang 庄越挺Xiaolin Li 李晓林","2023","http://link.springer.com/article/10.1631/FITEE.2200268","Article"
"WebAssembly as an Enabler for Next Generation Serverless Computing","Journal of Grid Computing","","21","3","10.1007/s10723-023-09669-8","Vojdan KjorveziroskiSonja Filiposka","2023","http://link.springer.com/article/10.1007/s10723-023-09669-8","Article"
"A Review on Cloud-Based Smart Applications","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_38","Anindya NagGulfishan MobinAnwesha KarTanushree BeraPretam Chandra","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_38","Chapter"
"Temporal variation in nest predation risk along habitat edges between grassland and secondary forest in Central Europe","European Journal of Wildlife Research","","58","1","10.1007/s10344-011-0582-2","Jana SvobodováMartina KoubováLadislav MrštnýTomáš AlbrechtJakub Kreisinger","2012","http://link.springer.com/article/10.1007/s10344-011-0582-2","Article"
"Distributed and Decentralized Orchestration of Containers on Edge Clouds","Journal of Grid Computing","","19","3","10.1007/s10723-021-09575-x","André PiresJosé SimãoLuís Veiga","2021","http://link.springer.com/article/10.1007/s10723-021-09575-x","Article"
"Data 101","The Digital Playbook","","","","10.1007/978-3-030-88221-1_3","Dirk Slama","2023","http://link.springer.com/chapter/10.1007/978-3-030-88221-1_3","Chapter"
"Using Dynamic Data Driven Cyberinfrastructure for Next Generation Disaster Intelligence","Dynamic Data Driven Applications Systems","","","","10.1007/978-3-030-61725-7_4","Ilkay Altintas","2020","http://link.springer.com/chapter/10.1007/978-3-030-61725-7_4","Chapter"
"Event-Driven Serverless Pipelines for Video Coding and Quality Metrics","Journal of Grid Computing","","21","2","10.1007/s10723-023-09647-0","Wilmer Moina-RiveraMiguel Garcia-PinedaJose M. ClaverJuan Gutiérrez-Aguado","2023","http://link.springer.com/article/10.1007/s10723-023-09647-0","Article"
"Single-cell RNA sequencing to track novel perspectives in HSC heterogeneity","Stem Cell Research & Therapy","","13","1","10.1186/s13287-022-02718-1","Pan ZhangXiang LiChengwei PanXinmin ZhengBohan HuRuiheng XieJialu HuXuequn ShangHui Yang","2022","http://link.springer.com/article/10.1186/s13287-022-02718-1","Article"
"Automatic Bidirectional Conversion of Audio and Text: A Review from Past Research","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_30","Pooja PanapanaEswara Rao PothalaSai Sri Lakshman NagireddyHemendra Praneeth MattaparthiNiranjani Meesala","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_30","Chapter"
"Review on Sentiment Analysis Using Supervised Machine Learning Techniques","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_17","C. NaliniB. DharaniTamilarasu BaskarR. Shanthakumari","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_17","Chapter"
"Continuum Statistics of the Airy2 Process","Communications in Mathematical Physics","","317","2","10.1007/s00220-012-1582-0","Ivan CorwinJeremy QuastelDaniel Remenik","2013","http://link.springer.com/article/10.1007/s00220-012-1582-0","Article"
"Sustainability modelling and green energy optimisation in microgrid powered distributed FogMicroDataCenters in rural area","Wireless Networks","","27","8","10.1007/s11276-019-02207-z","Padma Priya RD. Rekha","2021","http://link.springer.com/article/10.1007/s11276-019-02207-z","Article"
"Introduction on Wireless Sensor Networks Issues and Challenges in Current Era","Handbook of Wireless Sensor Networks: Issues and Challenges in Current Scenario's","","","","10.1007/978-3-030-40305-8_1","Pradeep Kumar SinghMarcin Paprzycki","2020","http://link.springer.com/chapter/10.1007/978-3-030-40305-8_1","Chapter"
"Opportunistic Deployment of Distributed Edge Clouds for Latency-Critical Applications","Journal of Grid Computing","","19","1","10.1007/s10723-021-09545-3","Eduardo HuedoRubén S. MonteroRafael Moreno-VozmedianoConstantino VázquezVlastimil HolerIgnacio M. Llorente","2021","http://link.springer.com/article/10.1007/s10723-021-09545-3","Article"
"Introduction","Advances in Digital Manufacturing Systems","","","","10.1007/978-981-19-7071-9_1","R. K. AmitKulwant S. PawarR. P. SundarrajSvetan Ratchev","2023","http://link.springer.com/chapter/10.1007/978-981-19-7071-9_1","Chapter"
"MSN: A Playground Framework for Design and Evaluation of MicroServices-Based sdN Controller","Journal of Network and Systems Management","","30","1","10.1007/s10922-021-09631-7","Sisay Tadesse ArzoDomenico ScoteceRiccardo BassoliDaniel BarattiniFabrizio GranelliLuca FoschiniFrank H. P. Fitzek","2021","http://link.springer.com/article/10.1007/s10922-021-09631-7","Article"
"Secondary Pulmonary Tuberculosis Identification Via pseudo-Zernike Moment and Deep Stacked Sparse Autoencoder","Journal of Grid Computing","","20","1","10.1007/s10723-021-09596-6","Shui-Hua WangSuresh Chandra SatapathyQinghua ZhouXin ZhangYu-Dong Zhang","2021","http://link.springer.com/article/10.1007/s10723-021-09596-6","Article"
"Determination and Finite Element Validation of the WYPIWYG Strain Energy of Superficial Fascia from Experimental Data","Annals of Biomedical Engineering","","45","3","10.1007/s10439-016-1723-2","Marcos LatorreEstefanía PeñaFrancisco J. Montáns","2017","http://link.springer.com/article/10.1007/s10439-016-1723-2","Article"
"SpecK: Composition of Stream Processing Applications over Fog Environments","Distributed Applications and Interoperable Systems","","","","10.1007/978-3-030-78198-9_3","Davaadorj BattulgaDaniele MiorandiCédric Tedeschi","2021","http://link.springer.com/chapter/10.1007/978-3-030-78198-9_3","Chapter"
"A Systematic Review on Security Mechanism of Electric Vehicles","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_55","Vaishali MishraSonali Kadam","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_55","Chapter"
"Inclusive Review on Extractive and Abstractive Text Summarization: Taxonomy, Datasets, Techniques and Challenges","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_7","Gitanjali MishraNilambar SethiL. Agilandeeswari","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_7","Chapter"
"Vacuum correlators at short distances from lattice QCD","Journal of High Energy Physics","","2021","12","10.1007/JHEP12(2021)215","Marco CèTim HarrisHarvey B. MeyerArianna ToniatoCsaba Török","2021","http://link.springer.com/article/10.1007/JHEP12%282021%29215","Article"
"Higher-order topological states in photonic kagome crystals with long-range interactions","Nature Photonics","","14","2","10.1038/s41566-019-0561-9","Mengyao LiDmitry ZhirihinMaxim GorlachXiang NiDmitry FilonovAlexey SlobozhanyukAndrea AlùAlexander B. Khanikaev","2020","http://link.springer.com/article/10.1038/s41566-019-0561-9","Article"
"Quantum signal transmission through a single-qubit chain","The European Physical Journal B","","86","9","10.1140/epjb/e2013-40190-4","Y. S. GreenbergC. MerriganA. TayebiV. Zelevinsky","2013","http://link.springer.com/article/10.1140/epjb/e2013-40190-4","Article"
"Digital Thread in Smart Manufacturing","Leveraging Applications of Formal Methods, Verification and Validation. Practice","","","","10.1007/978-3-031-19762-8_12","Tiziana MargariaDirk PeschAlan McGibney","2022","http://link.springer.com/chapter/10.1007/978-3-031-19762-8_12","Chapter"
"A New Human-Centric Computing Age at Edge","Social Edge Computing","","","","10.1007/978-3-031-26936-3_1","Dong WangDaniel ‘Yue’ Zhang","2023","http://link.springer.com/chapter/10.1007/978-3-031-26936-3_1","Chapter"
"Shaping IoT Systems Together: The User-System Mixed-Initiative Paradigm and Its Challenges","Software Architecture","","","","10.1007/978-3-031-42592-9_15","Romina SpalazzeseMartina De SanctisFahed AlkhabbasPaul Davidsson","2023","http://link.springer.com/chapter/10.1007/978-3-031-42592-9_15","Chapter"
"Computational Analysis Methods in Atomistic Modeling of Crystals","JOM","","66","3","10.1007/s11837-013-0827-5","Alexander Stukowski","2014","http://link.springer.com/article/10.1007/s11837-013-0827-5","Article"
"A Validated Performance Model for Micro-services Placement in Fog Systems","SN Computer Science","","4","4","10.1007/s42979-023-01847-5","Claudia CanaliGiuseppe Di ModicaRiccardo LancellottiStefano RossiDomenico Scotece","2023","http://link.springer.com/article/10.1007/s42979-023-01847-5","Article"
"Redundant Virtual Machine Placement in Mobile Edge Computing","Blockchain and Trustworthy Systems","","","","10.1007/978-981-15-2777-7_30","Siyi GaoAo ZhouXican ChenQibo Sun","2020","http://link.springer.com/chapter/10.1007/978-981-15-2777-7_30","Chapter"
"RapidEELS: machine learning for denoising and classification in rapid acquisition electron energy loss spectroscopy","Scientific Reports","","11","1","10.1038/s41598-021-97668-8","Cassandra M. PateJames L. HartMitra L. Taheri","2021","http://link.springer.com/article/10.1038/s41598-021-97668-8","Article"
"Using Dynamic Data-Driven Cyberinfrastructure for Next-Generation Wildland Fire Intelligence","Handbook of Dynamic Data Driven Applications Systems","","","","10.1007/978-3-031-27986-7_17","Ilkay AltintasJessica BlockDaniel L. CrawlRaymond A. de Callafon","2023","http://link.springer.com/chapter/10.1007/978-3-031-27986-7_17","Chapter"
"Future Lies with Edge Computing","Edge Computing – EDGE 2022","","","","10.1007/978-3-031-23470-5_7","Min Luo","2022","http://link.springer.com/chapter/10.1007/978-3-031-23470-5_7","Chapter"
"Evolution of MANO Towards the Cloud-Native Paradigm for the Edge Computing","Advanced Computing and Intelligent Technologies","","","","10.1007/978-981-19-2980-9_1","Alejandro Fornés-LealIgnacio LacalleRafael VañoCarlos E. PalauFernando BoronatMaria GanzhaMarcin Paprzycki","2022","http://link.springer.com/chapter/10.1007/978-981-19-2980-9_1","Chapter"
"Retrofitting Industrial Machines with WebAssembly on the Edge","Web Information Systems Engineering – WISE 2022","","","","10.1007/978-3-031-20891-1_18","Otoya NakakazeIstván KorenFlorian BrillowskiRalf Klamma","2022","http://link.springer.com/chapter/10.1007/978-3-031-20891-1_18","Chapter"
"A Detailed Review of Recent Advancements in Assistive Technologies for Blind People","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_30","Hemanthsrisai BoddupalliV. M. Manikandan","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_30","Chapter"
"Stock Market Price Trend Prediction – A Comprehensive Review","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_48","L. AgilandeeswariR. SrikanthR. ElamaranK. Muralibabu","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_48","Chapter"
"A Review on Using Predictive Analytics to Determine the Severity of Anaphylaxis","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_44","P. U. ReeshaJisha Jose Panackal","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_44","Chapter"
"DL vs. Traditional ML Algorithms to Recognize Arabic Handwriting Script: A Review","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_41","Anis MezghaniMohamed ElleuchMonji Kherallah","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_41","Chapter"
"A Review on Machine Learning and Blockchain Technology in E-Healthcare","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_33","Deepika TenepalliNavamani Thandava Meganathan","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_33","Chapter"
"Dependence of Pore-to-Core Up-scaled Reaction Rate on Flow Rate in Porous Media","Transport in Porous Media","","94","2","10.1007/s11242-012-0014-0","D. KimW. B. Lindquist","2012","http://link.springer.com/article/10.1007/s11242-012-0014-0","Article"
"Dependence of Pore-to-Core Up-scaled Reaction Rate on Flow Rate in Porous Media","Transport in Porous Media","","89","3","10.1007/s11242-011-9780-3","D. KimW. B. Lindquist","2011","http://link.springer.com/article/10.1007/s11242-011-9780-3","Article"
"A Management Architecture for IoT Smart Solutions: Design and Implementation","Journal of Network and Systems Management","","30","2","10.1007/s10922-022-09648-6","Dener SilvaAlexandre HeidekerIvan D. ZyrianoffJoão H. KleinschmidtLuca RoffiaJuha-Pekka SoininenCarlos A. Kamienski","2022","http://link.springer.com/article/10.1007/s10922-022-09648-6","Article"
"Chapter 1: Introduction and Overview","Internet of Things: Concepts and System Design","","","","10.1007/978-3-030-41346-0_1","Milan Milenkovic","2020","http://link.springer.com/chapter/10.1007/978-3-030-41346-0_1","Chapter"
"Edge Computing and Learning","The Evolution of Pervasive Information Systems","","","","10.1007/978-3-031-18176-4_5","Philippe Lalanda","2023","http://link.springer.com/chapter/10.1007/978-3-031-18176-4_5","Chapter"
"A New Blockchain Ecosystem for Trusted, Traceable and Transparent Ontological Knowledge Management","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-030-92916-9_8","Thanasis G. PapaioannouVlado StankovskiPetar KochovskiAnthony Simonet-BoulogneCaroline BarelleAlberto CiaramellaMarco CiaramellaGeorge D. Stamoulis","2021","http://link.springer.com/chapter/10.1007/978-3-030-92916-9_8","Chapter"
"A Rapid Review on Ensemble Algorithms for COVID-19 Classification Using Image-Based Exams","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_10","Elaine Pinto PortelaOmar Andres Carmona CortesJosenildo Costa da Silva","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_10","Chapter"
"The History of the GPU - Eras and Environment","","","","","10.1007/978-3-031-13581-1","Jon Peddie","2022","http://link.springer.com/book/10.1007/978-3-031-13581-1","Book"
"Fake Review Prediction Using Machine Learning","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_50","C SasikalaRajasekaran ThangarajDevipriya RS RajeshKumarRamachandramoorthy K. BS RamyaK Umapathi","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_50","Chapter"
"Machine Learning Approach for Detection of Mental Health","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_1","Rani PacharaneMahendra KanojiaKeshav Mishra","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_1","Chapter"
"Enhancing Epidemiological Surveillance Systems Using Dynamic Modeling: A Scoping Review","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_48","Olumide O. ObeOluwafemi A. SarumiAdegboyega Adebayo","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_48","Chapter"
